company_id,abn,company_name,normalized_name,website_url,industry,industry_category,entity_type,entity_status,address_line_1,address_line_2,suburb,state,postcode,email,phone,start_date,gst_registered,data_quality_score,matching_confidence,matching_method,created_at,updated_at,postcode_validation_status,postcode_corrected,postcode_confidence,primary_email,secondary_email,primary_phone,secondary_phone,business_age_years,dgr_endorsed,is_active,social_platforms_count,digital_maturity_score,digital_presence_level,has_website,has_linkedin,has_facebook,has_instagram,has_twitter,has_youtube,has_tiktok,has_github,has_pinterest,completeness_score,accuracy_score,consistency_score,quality_tier,llm_reasoning_summary,manual_review_required,processing_time_ms,llm_provider,enhancement_version,industry_company_count,state_company_count,avg_quality_in_industry,avg_digital_maturity_in_state,is_above_avg_quality,is_above_avg_digital
sample_02529,70993026057,Solutions Pty Ltd,solutions,https://solutions.org.au,Hospitality,Restaurant,Australian Private Company,Active,869 Collins Road,,Wollongong,NSW,2287,contact@company6860.com.au,(03) 5941 3003,2022-11-15,Yes,0.753,0.845,,2025-07-01T22:05:31.525944Z,2025-07-17T22:05:31.525944Z,valid,,1.0,contact@company6860.com.au,,(03) 5941 3003,,2,No,Yes,5,0.554,medium,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.655,0.924,0.604,medium,Strong semantic similarity with business context validation,,376,anthropic,2.0,296,624,0.7866047297297297,0.6298365384615384,False,False
sample_02530,77216249712,Metro Group Holdings,metro group holdings,https://metrogroupholdi.net.au,Mining,Restaurant,Australian Private Company,Active,306 King Road,Suite 33,Nhulunbuy,NT,0946,info@company2443.com.au,(08) 5455 1609,1996-12-08,Yes,0.749,0.854,,2025-02-26T22:05:31.525970Z,2025-03-03T22:05:31.525970Z,valid,,1.0,info@company2443.com.au,,(08) 5455 1609,(07) 1816 5633,28,No,Yes,4,0.588,medium,Yes,Yes,Yes,No,Yes,No,No,No,No,0.62,0.827,0.849,medium,Strong semantic similarity with business context validation,,210,anthropic,2.0,280,602,0.7754607142857143,0.633234219269103,False,False
sample_02531,66677683662,Advanced Trading Limited,advanced trading,https://advancedtrading.gov.au,Real Estate,Marketing,Australian Private Company,Active,596 Queen Close,,Sydney,NSW,572,contact@company757.com.au,(02) 7223 2391,2003-03-10,Yes,0.839,0.568,,2025-02-25T22:05:31.525995Z,2025-03-10T22:05:31.525995Z,valid,,1.0,contact@company757.com.au,sales@company757.com.au,(02) 7223 2391,,21,Yes,Yes,2,0.376,low,Yes,No,Yes,No,No,No,No,No,Yes,0.834,0.945,0.635,medium,"ABR record only, limited validation available",,92,anthropic,2.0,255,624,0.7858274509803922,0.6298365384615384,True,False
sample_02532,97759929257,Metro Partners Australia,metro partners australia,,Media,Restaurant,Australian Private Company,Active,564 York Street,,Shepparton,VIC,3934,admin@company5504.com.au,(07) 5862 8167,2014-11-03,Yes,0.719,0.604,,2025-01-09T22:05:31.526020Z,2025-01-29T22:05:31.526020Z,valid,,1.0,admin@company5504.com.au,,(07) 5862 8167,,10,No,Yes,6,0.854,high,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0.623,0.73,0.889,medium,Fuzzy name matching with domain verification,,218,anthropic,2.0,244,627,0.7869426229508197,0.6294274322169059,False,True
sample_02533,31192720360,Solutions Group,solutions group,,Transportation,Real Estate Agency,Australian Private Company,Active,858 King Street,,Parramatta,NSW,2571,info@company8875.com.au,(07) 2069 1741,2013-09-01,Yes,0.714,0.686,,2025-02-01T22:05:31.526043Z,2025-02-16T22:05:31.526043Z,valid,,1.0,info@company8875.com.au,,(07) 2069 1741,,11,No,Yes,1,0.246,low,No,No,No,No,No,No,No,No,No,0.612,0.796,0.754,medium,Fuzzy name matching with domain verification,,170,anthropic,2.0,277,624,0.7826353790613718,0.6298365384615384,False,False
sample_02534,96533264851,Tech Corporation,tech corporation,https://techcorporation.org.au,Healthcare,Construction,Australian Private Company,Active,784 George Lane,,Katherine,NT,0928,hello@company6677.com.au,(03) 9783 2264,2019-07-26,Yes,0.753,0.886,,2025-08-28T22:05:31.527229Z,2025-09-16T22:05:31.527229Z,valid,,1.0,hello@company6677.com.au,,(03) 9783 2264,,5,Yes,Yes,7,0.812,high,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,0.789,0.753,0.683,medium,Strong semantic similarity with business context validation,,482,anthropic,2.0,258,602,0.7865697674418605,0.633234219269103,False,True
sample_02535,61758503539,Professional Solutions Pty Limited,professional solutions pty,https://professionalsol.edu.au,Transportation,Real Estate Agency,Australian Private Company,Active,755 King Drive,,Hobart,TAS,7122,info@company7098.com.au,(08) 8510 9409,2005-02-14,Yes,0.782,0.763,,2025-08-12T22:05:31.527261Z,2025-08-30T22:05:31.527261Z,valid,,1.0,info@company7098.com.au,,(08) 8510 9409,,19,No,Yes,5,0.549,medium,Yes,Yes,Yes,No,Yes,No,No,No,Yes,0.652,0.937,0.733,medium,Strong semantic similarity with business context validation,,247,anthropic,2.0,277,624,0.7826353790613718,0.6203910256410257,False,False
sample_02536,80369460490,Coastal Tech Pty Limited,coastal tech pty,https://coastaltech.gov.au,Real Estate,Real Estate Agency,Australian Private Company,Active,13 York Circuit,Suite 45,Alice Springs,NT,0931,contact@company2453.com.au,(02) 6033 6262,2006-08-12,Yes,0.687,0.648,,2025-09-25T22:05:31.527291Z,2025-10-25T22:05:31.527291Z,valid,,1.0,contact@company2453.com.au,,(02) 6033 6262,,18,No,Yes,5,0.609,medium,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0.616,0.65,0.901,low,Fuzzy name matching with domain verification,,186,anthropic,2.0,255,602,0.7858274509803922,0.633234219269103,False,False
sample_02537,84627380518,Construction Limited,construction,https://construction.net.au,Manufacturing,Retail,Australian Private Company,Active,653 King Circuit,,Mount Gambier,SA,5086,contact@company8260.com.au,(08) 8370 4533,2023-05-16,Yes,0.755,0.85,,2025-01-22T22:05:31.527321Z,2025-01-26T22:05:31.527321Z,valid,,1.0,contact@company8260.com.au,sales@company8260.com.au,(08) 8370 4533,(08) 9711 5190,1,No,Yes,6,0.757,high,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0.728,0.702,0.916,medium,Strong semantic similarity with business context validation,,352,anthropic,2.0,287,627,0.7887282229965157,0.6214848484848484,False,True
sample_02538,06435616771,Urban Industries Limited,urban industries,https://urbanindustries.com.au,Manufacturing,Retail,Australian Private Company,Active,228 Elizabeth Close,,Adelaide,SA,5279,sales@company2578.com.au,(04) 7885 6664,2002-02-06,Yes,0.796,0.739,,2025-06-20T22:05:31.527349Z,2025-07-07T22:05:31.527349Z,valid,,1.0,sales@company2578.com.au,,(04) 7885 6664,,22,No,Yes,5,0.582,medium,Yes,Yes,Yes,No,Yes,No,No,No,Yes,0.911,0.759,0.639,medium,Fuzzy name matching with domain verification,,156,anthropic,2.0,287,627,0.7887282229965157,0.6214848484848484,True,False
sample_02539,43494591885,Australian Solutions Australia,australian solutions australia,https://australiansolut.org.au,Professional Services,Logistics,Australian Private Company,Active,371 York Place,,Townsville,QLD,4760,sales@company2506.com.au,(02) 7342 4496,2017-12-01,Yes,0.792,0.93,,2025-06-07T22:05:31.527378Z,2025-07-01T22:05:31.527378Z,valid,,1.0,sales@company2506.com.au,,(02) 7342 4496,(08) 9473 8450,7,No,Yes,4,0.711,medium,Yes,Yes,No,Yes,No,No,No,No,No,0.899,0.778,0.608,medium,High confidence match with enhanced social validation,,603,anthropic,2.0,280,647,0.7797107142857143,0.6229551777434312,True,True
sample_02540,14520652198,Consulting Australia,consulting australia,https://consultingaustr.com.au,Media,Construction,Australian Private Company,Active,383 Pitt Drive,,Wollongong,NSW,2868,,(04) 7732 3229,2012-06-23,Yes,0.857,0.579,,2025-09-11T22:05:31.527403Z,2025-09-24T22:05:31.527403Z,valid,,1.0,,,(04) 7732 3229,,12,Yes,Yes,5,0.563,medium,Yes,Yes,No,Yes,No,Yes,No,Yes,No,0.919,0.833,0.784,high,"ABR record only, limited validation available",,116,anthropic,2.0,244,624,0.7869426229508197,0.6298365384615384,True,False
sample_02541,82275429237,Urban Solutions Pty Ltd,urban solutions,https://urbansolutions.com.au,Telecommunications,Marketing,Australian Private Company,Active,48 Sussex Close,,Canberra,ACT,0292,info@company6591.com.au,(07) 1856 6668,2019-08-25,Yes,0.753,0.572,,2025-09-22T22:05:31.527428Z,2025-10-05T22:05:31.527428Z,valid,,1.0,info@company6591.com.au,,(07) 1856 6668,,5,No,Yes,5,0.612,medium,Yes,Yes,Yes,No,No,Yes,No,Yes,No,0.679,0.853,0.701,medium,"ABR record only, limited validation available",,83,anthropic,2.0,311,632,0.7834276527331189,0.630131329113924,False,False
sample_02542,51265415504,Systems Limited,systems,,Healthcare,Retail,Australian Private Company,Active,170 Pitt Road,,Shepparton,VIC,3951,admin@company3489.com.au,(04) 8154 3051,2019-11-19,No,0.855,0.591,,2025-06-13T22:05:31.527453Z,2025-06-18T22:05:31.527453Z,valid,,1.0,admin@company3489.com.au,sales@company3489.com.au,(04) 8154 3051,,5,No,Yes,5,0.664,medium,No,Yes,Yes,Yes,No,Yes,No,No,No,0.912,0.781,0.889,high,"ABR record only, limited validation available",,56,anthropic,2.0,258,627,0.7865697674418605,0.6294274322169059,True,True
sample_02543,84141679744,Elite Services Corporation,elite services corporation,https://eliteservicesco.net.au,Agriculture,Import/Export,Australian Private Company,Active,780 Queen Place,Suite 44,Launceston,TAS,7121,admin@company1613.com.au,(07) 8747 9341,2014-08-04,Yes,0.749,0.883,,2025-06-24T22:05:31.527477Z,2025-07-05T22:05:31.527477Z,valid,,1.0,admin@company1613.com.au,admin@company1613.com.au,(07) 8747 9341,,10,No,Yes,4,0.525,medium,Yes,Yes,No,No,No,Yes,No,No,No,0.827,0.769,0.556,medium,Strong semantic similarity with business context validation,,216,anthropic,2.0,294,624,0.7819285714285714,0.6203910256410257,False,False
sample_02544,44552059989,Systems Limited,systems,,Automotive,Software Development,Australian Private Company,Active,43 Bourke Avenue,,Ballarat,VIC,3126,,(03) 3844 3106,1992-07-10,Yes,0.754,0.577,,2025-08-15T22:05:31.527501Z,2025-09-01T22:05:31.527501Z,valid,,1.0,,,(03) 3844 3106,,32,No,Yes,4,0.659,medium,No,Yes,No,Yes,Yes,No,No,Yes,No,0.695,0.746,0.889,medium,"ABR record only, limited validation available",,150,anthropic,2.0,269,627,0.7744386617100372,0.6294274322169059,False,True
sample_02545,11379046389,Australian Group Pty Limited,australian group pty,https://australiangroup.edu.au,Technology,Retail,Australian Private Company,Active,865 Bourke Lane,,Tuggeranong,ACT,0299,hello@company309.com.au,(03) 3113 6313,2014-08-27,No,0.735,0.56,,2024-12-11T22:05:31.527527Z,2024-12-15T22:05:31.527527Z,valid,,1.0,hello@company309.com.au,admin@company309.com.au,(03) 3113 6313,,10,No,Yes,6,0.78,high,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,0.602,0.852,0.769,medium,"ABR record only, limited validation available",,130,anthropic,2.0,268,632,0.7820820895522389,0.630131329113924,False,True
sample_02546,92880101708,Metro Construction Limited,metro construction,https://metroconstructi.org.au,Technology,Software Development,Australian Private Company,Active,484 Kent Street,,Gold Coast,QLD,4000,contact@company3047.com.au,(07) 1497 6273,2020-04-27,Yes,0.749,0.749,,2025-10-03T22:05:31.527555Z,2025-10-12T22:05:31.527555Z,valid,,1.0,contact@company3047.com.au,sales@company3047.com.au,(07) 1497 6273,,4,No,Yes,6,0.816,high,Yes,Yes,No,Yes,No,No,No,Yes,No,0.707,0.883,0.564,medium,Fuzzy name matching with domain verification,,192,anthropic,2.0,268,647,0.7820820895522389,0.6229551777434312,False,True
sample_02547,34287104997,Metro Consulting Holdings,metro consulting holdings,https://metroconsulting.net.au,Technology,Architecture,Australian Private Company,Active,490 York Avenue,,Whyalla,SA,5825,hello@company5966.com.au,(08) 5654 3127,2011-05-16,Yes,0.768,0.613,,2025-08-05T22:05:31.527587Z,2025-08-14T22:05:31.527587Z,valid,,1.0,hello@company5966.com.au,,(08) 5654 3127,,13,No,Yes,2,0.392,low,Yes,Yes,Yes,No,No,No,No,No,No,0.889,0.662,0.736,medium,Fuzzy name matching with domain verification,,206,anthropic,2.0,268,627,0.7820820895522389,0.6214848484848484,False,False
sample_02548,04881506407,Global Systems Pty Ltd,global systems,,Hospitality,Web Design,Australian Private Company,Active,348 Elizabeth Close,,Murray Bridge,SA,5315,info@company2142.com.au,(07) 8854 8698,1999-10-19,No,0.803,0.774,,2024-11-20T22:05:31.527612Z,2024-12-04T22:05:31.527612Z,valid,,1.0,info@company2142.com.au,,(07) 8854 8698,,25,No,Yes,5,0.638,medium,No,Yes,No,No,Yes,No,Yes,No,Yes,0.891,0.68,0.872,medium,Strong semantic similarity with business context validation,,345,anthropic,2.0,296,627,0.7866047297297297,0.6214848484848484,True,True
sample_02549,37647030139,Elite Services Australia,elite services australia,https://eliteservicesau.edu.au,Telecommunications,Restaurant,Australian Private Company,Active,797 Sussex Circuit,Suite 36,Canberra,ACT,O288,,(07) 8592 7135,2018-03-14,Yes,0.754,0.772,,2025-07-14T22:05:31.527636Z,2025-07-24T22:05:31.527636Z,corrected,0288,0.95,,,(07) 8592 7135,(07) 9112 9892,6,No,Yes,5,0.659,medium,Yes,Yes,No,No,No,Yes,No,No,Yes,0.652,0.92,0.627,medium,Strong semantic similarity with business context validation,,243,anthropic,2.0,311,632,0.7834276527331189,0.630131329113924,False,True
sample_02550,99868616162,Metro Group Limited,metro group,https://metrogroup.gov.au,Hospitality,Construction,Australian Private Company,Active,574 Queen Lane,,Alice Springs,NT,0952,sales@company5709.com.au,(02) 7686 7164,2002-01-14,No,0.82,0.79,,2024-11-02T22:05:31.527663Z,2024-12-02T22:05:31.527663Z,valid,,1.0,sales@company5709.com.au,,(02) 7686 7164,,22,No,Yes,3,0.568,medium,Yes,Yes,Yes,No,No,No,No,No,No,0.77,0.919,0.721,medium,Strong semantic similarity with business context validation,,241,anthropic,2.0,296,602,0.7866047297297297,0.633234219269103,True,False
sample_02551,71550458602,Advanced Partners Pty Limited,advanced partners pty,https://advancedpartner.gov.au,Food & Beverage,Marketing,Australian Private Company,Active,744 George Avenue,Suite 4,Tennant Creek,NT,0822,hello@company2964.com.au,(02) 2419 8516,2003-02-02,No,0.876,0.836,,2025-02-11T22:05:31.527689Z,2025-02-12T22:05:31.527689Z,valid,,1.0,hello@company2964.com.au,,(02) 2419 8516,(04) 4185 8324,21,No,Yes,5,0.658,medium,Yes,Yes,Yes,No,Yes,No,No,No,No,0.882,0.855,0.904,high,Strong semantic similarity with business context validation,,299,anthropic,2.0,262,602,0.7778282442748091,0.633234219269103,True,True
sample_02552,23345499124,Global Consulting Pty Ltd,global consulting,https://globalconsultin.com.au,Hospitality,Accounting,Australian Private Company,Active,18 Sussex Road,Suite 50,Bendigo,VIC,3363,admin@company1233.com.au,(04) 6452 5522,2023-09-18,No,0.803,0.713,,2025-07-21T22:05:31.527714Z,2025-07-30T22:05:31.527714Z,valid,,1.0,admin@company1233.com.au,,(04) 6452 5522,,1,No,Yes,2,0.227,low,Yes,No,Yes,No,Yes,No,No,No,No,0.69,0.906,0.821,medium,Fuzzy name matching with domain verification,,280,anthropic,2.0,296,627,0.7866047297297297,0.6294274322169059,True,False
sample_02553,30755051803,Coastal Trading Holdings,coastal trading holdings,https://coastaltradingh.net.au,Food & Beverage,Logistics,Australian Private Company,Active,315 Sussex Street,,Mount Gambier,SA,5007,info@company3116.com.au,(07) 3635 6925,2011-02-10,No,0.659,0.92,,2025-01-28T22:05:31.527739Z,2025-02-24T22:05:31.527739Z,valid,,1.0,info@company3116.com.au,,(07) 3635 6925,,13,No,Yes,4,0.694,medium,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.651,0.702,0.59,low,High confidence match with enhanced social validation,,664,anthropic,2.0,262,627,0.7778282442748091,0.6214848484848484,False,True
sample_02554,38464790358,Urban Partners Holdings,urban partners holdings,,Telecommunications,Import/Export,Australian Private Company,Active,3 George Lane,,Sydney,NSW,2970,info@company3833.com.au,,2011-08-07,Yes,0.848,0.847,,2025-03-25T22:05:31.527763Z,2025-04-06T22:05:31.527763Z,valid,,1.0,info@company3833.com.au,sales@company3833.com.au,,,13,No,Yes,9,0.935,very_high,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.923,0.749,0.896,medium,Strong semantic similarity with business context validation,,382,anthropic,2.0,311,624,0.7834276527331189,0.6298365384615384,True,True
sample_02555,40198568675,Elite Tech Pty Ltd,elite tech,https://elitetech.com.au,Media,Medical Practice,Australian Private Company,Active,15 King Drive,,Tuggeranong,ACT,0267,contact@company1969.com.au,(07) 5375 8969,2020-08-06,Yes,0.91,0.897,,2025-04-14T22:05:31.527786Z,2025-04-28T22:05:31.527786Z,valid,,1.0,contact@company1969.com.au,,(07) 5375 8969,,4,No,Yes,4,0.571,medium,Yes,No,Yes,No,Yes,Yes,No,No,No,0.935,0.898,0.883,high,Strong semantic similarity with business context validation,,274,anthropic,2.0,244,632,0.7869426229508197,0.630131329113924,True,False
sample_02556,01156663415,Industries Pty Ltd,industries,https://industries.edu.au,Automotive,Logistics,Australian Private Company,Active,162 Sussex Place,,Bendigo,VIC,3903,contact@company2351.com.au,(02) 4491 9122,1993-07-17,Yes,0.689,0.971,,2025-05-10T22:05:31.527811Z,2025-06-05T22:05:31.527811Z,valid,,1.0,contact@company2351.com.au,,(02) 4491 9122,,31,No,Yes,3,0.578,medium,Yes,Yes,Yes,No,Yes,No,No,No,No,0.722,0.667,0.667,low,High confidence match with enhanced social validation,,464,anthropic,2.0,269,627,0.7744386617100372,0.6294274322169059,False,False
sample_02557,57243708553,Partners Group,partners group,https://partnersgroup.gov.au,Energy,Accounting,Australian Private Company,Active,572 Bourke Drive,Suite 37,Nhulunbuy,NT,O966,contact@company6124.com.au,(04) 7434 2196,2007-08-13,No,0.871,0.957,,2024-11-06T22:05:31.527836Z,2024-11-21T22:05:31.527836Z,corrected,0966,0.95,contact@company6124.com.au,,(04) 7434 2196,,17,No,Yes,5,0.533,medium,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,0.888,0.882,0.816,high,High confidence match with enhanced social validation,,726,anthropic,2.0,283,602,0.7826537102473498,0.633234219269103,True,False
sample_02558,00526471460,Coastal Industries Pty Ltd,coastal industries,https://coastalindustri.net.au,Manufacturing,Consulting,Australian Private Company,Active,182 Queen Road,Suite 45,Kingston,TAS,7372,info@company7577.com.au,(02) 4465 9803,2001-11-02,Yes,0.864,0.897,,2025-01-28T22:05:31.527863Z,2025-02-25T22:05:31.527863Z,valid,,1.0,info@company7577.com.au,sales@company7577.com.au,(02) 4465 9803,,23,Yes,Yes,4,0.557,medium,Yes,Yes,Yes,No,No,Yes,No,No,No,0.925,0.794,0.881,high,Strong semantic similarity with business context validation,,342,anthropic,2.0,287,624,0.7887282229965157,0.6203910256410257,True,False
sample_02559,10883668376,Solutions Corporation,solutions corporation,https://solutionscorpor.com.au,Healthcare,Import/Export,Australian Private Company,Active,736 Elizabeth Lane,,Gungahlin,ACT,0228,admin@company2895.com.au,,1999-12-28,No,0.769,0.855,,2025-03-05T22:05:31.527887Z,2025-03-11T22:05:31.527887Z,valid,,1.0,admin@company2895.com.au,admin@company2895.com.au,,,25,No,Yes,4,0.617,medium,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.842,0.736,0.689,medium,Strong semantic similarity with business context validation,,472,anthropic,2.0,258,632,0.7865697674418605,0.630131329113924,False,False
sample_02560,75535928129,Advanced Consulting Group,advanced consulting group,https://advancedconsult.edu.au,Construction,Web Design,Australian Private Company,Active,743 King Place,Suite 28,Tuggeranong,ACT,0214,admin@company2040.com.au,(04) 6941 6649,2023-10-02,No,0.701,0.647,,2025-08-03T22:05:31.527913Z,2025-08-20T22:05:31.527913Z,valid,,1.0,admin@company2040.com.au,,(04) 6941 6649,(02) 9449 6550,1,No,Yes,2,0.417,low,Yes,No,Yes,No,No,No,No,Yes,No,0.772,0.696,0.571,medium,Fuzzy name matching with domain verification,,184,anthropic,2.0,277,632,0.7871046931407942,0.630131329113924,False,False
sample_02561,67373014816,Services Group,services group,https://servicesgroup.net.au,Transportation,Manufacturing,Australian Private Company,Active,305 Elizabeth Street,,Mount Gambier,SA,5157,sales@company517.com.au,(02) 6130 5530,2003-08-23,Yes,0.825,0.74,,2024-11-15T22:05:31.527940Z,2024-12-10T22:05:31.527940Z,valid,,1.0,sales@company517.com.au,,(02) 6130 5530,(03) 5616 9339,21,No,Yes,3,0.504,medium,Yes,Yes,Yes,Yes,No,No,No,No,No,0.83,0.948,0.567,medium,Fuzzy name matching with domain verification,,245,anthropic,2.0,277,627,0.7826353790613718,0.6214848484848484,True,False
sample_02562,87924087233,Coastal Trading Holdings,coastal trading holdings,https://coastaltradingh.net.au,Hospitality,Consulting,Australian Private Company,Active,458 Queen Road,,Tennant Creek,NT,0928,admin@company661.com.au,(03) 4537 3559,2001-07-28,Yes,0.784,0.68,,2025-05-30T22:05:31.527970Z,2025-06-29T22:05:31.527970Z,valid,,1.0,admin@company661.com.au,sales@company661.com.au,(03) 4537 3559,,23,No,Yes,3,0.669,medium,Yes,Yes,Yes,No,No,No,No,No,No,0.713,0.892,0.714,medium,Fuzzy name matching with domain verification,,157,anthropic,2.0,296,602,0.7866047297297297,0.633234219269103,True,True
sample_02563,61127499618,Global Services Pty Limited,global services pty,,Mining,Logistics,Australian Private Company,Active,187 George Avenue,Suite 34,Kingston,TAS,7277,,,2009-12-13,Yes,0.901,0.685,,2025-05-12T22:05:31.527994Z,2025-05-28T22:05:31.527994Z,valid,,1.0,,,,,15,No,Yes,6,0.767,high,No,Yes,No,Yes,No,No,No,Yes,No,0.941,0.948,0.727,high,Fuzzy name matching with domain verification,,228,anthropic,2.0,280,624,0.7754607142857143,0.6203910256410257,True,True
sample_02564,07114915217,Services Australia,services australia,https://servicesaustral.com.au,Retail Trade,Medical Practice,Australian Private Company,Active,56 Sussex Avenue,Suite 37,Nhulunbuy,NT,0948,admin@company5251.com.au,(02) 7069 5076,1995-02-18,Yes,0.732,0.582,,2025-02-08T22:05:31.528016Z,2025-02-20T22:05:31.528016Z,valid,,1.0,admin@company5251.com.au,,(02) 7069 5076,,29,No,Yes,4,0.718,medium,Yes,Yes,No,No,Yes,No,No,No,Yes,0.643,0.75,0.873,medium,"ABR record only, limited validation available",,144,anthropic,2.0,278,602,0.7832374100719425,0.633234219269103,False,True
sample_02565,34156674842,Global Systems Pty Ltd,global systems,,Manufacturing,Consulting,Australian Private Company,Active,918 Pitt Street,Suite 44,Kingston,TAS,7042,contact@company6320.com.au,(03) 9553 2256,2003-07-12,No,0.756,0.816,,2025-05-27T22:05:31.528042Z,2025-05-29T22:05:31.528042Z,valid,,1.0,contact@company6320.com.au,,(03) 9553 2256,(03) 1040 7816,21,No,Yes,5,0.606,medium,No,Yes,Yes,Yes,Yes,No,No,Yes,No,0.818,0.733,0.677,medium,Strong semantic similarity with business context validation,,343,anthropic,2.0,287,624,0.7887282229965157,0.6203910256410257,False,False
sample_02566,77973291907,Australian Partners Holdings,australian partners holdings,https://australianpartn.edu.au,Education,Medical Practice,Australian Private Company,Active,285 Elizabeth Circuit,,Sydney,NSW,2530,,(08) 8539 6781,1991-01-18,Yes,0.642,0.929,,2025-09-26T22:05:31.528064Z,2025-09-30T22:05:31.528064Z,valid,,1.0,,,(08) 8539 6781,,33,No,Yes,4,0.742,medium,Yes,Yes,Yes,No,Yes,No,No,No,No,0.608,0.667,0.658,low,High confidence match with enhanced social validation,,463,anthropic,2.0,315,624,0.7842571428571429,0.6298365384615384,False,True
sample_02567,09265625221,Services Corporation,services corporation,https://servicescorpora.edu.au,Education,Import/Export,Australian Private Company,Active,199 Collins Close,,Bunbury,WA,6661,contact@company5475.com.au,,2016-05-01,Yes,0.794,0.857,,2024-10-31T22:05:31.528088Z,2024-11-01T22:05:31.528088Z,valid,,1.0,contact@company5475.com.au,,,,8,No,Yes,2,0.392,low,Yes,Yes,Yes,No,No,No,No,No,No,0.765,0.879,0.682,medium,Strong semantic similarity with business context validation,,314,anthropic,2.0,315,617,0.7842571428571429,0.6142350081037278,True,False
sample_02568,71727749805,Metro Services Pty Limited,metro services pty,https://metroservices.net.au,Hospitality,Real Estate Agency,Australian Private Company,Active,167 Kent Lane,,Shepparton,VIC,3163,admin@company698.com.au,(08) 9713 2698,1991-03-07,Yes,0.73,0.904,,2024-10-29T22:05:31.528113Z,2024-11-27T22:05:31.528113Z,valid,,1.0,admin@company698.com.au,,(08) 9713 2698,,33,No,Yes,5,0.676,medium,Yes,Yes,No,Yes,No,No,No,Yes,Yes,0.696,0.713,0.829,medium,High confidence match with enhanced social validation,,438,anthropic,2.0,296,627,0.7866047297297297,0.6294274322169059,False,True
sample_02569,42143225655,Systems Corporation,systems corporation,,Manufacturing,Import/Export,Australian Private Company,Active,893 Queen Place,,Ballarat,VIC,3103,admin@company8100.com.au,,2010-04-20,Yes,0.883,0.78,,2025-09-28T22:05:31.528136Z,2025-10-25T22:05:31.528136Z,valid,,1.0,admin@company8100.com.au,,,,14,No,Yes,1,0.427,low,No,Yes,No,No,No,No,No,No,No,0.951,0.807,0.901,high,Strong semantic similarity with business context validation,,420,anthropic,2.0,287,627,0.7887282229965157,0.6294274322169059,True,False
sample_02570,33378502752,Metro Industries Pty Ltd,metro industries,,Telecommunications,Engineering,Australian Private Company,Active,494 Collins Drive,,Bendigo,VIC,3776,info@company4285.com.au,(04) 3734 7411,2014-05-24,Yes,0.797,0.934,,2025-01-11T22:05:31.528160Z,2025-02-05T22:05:31.528160Z,valid,,1.0,info@company4285.com.au,admin@company4285.com.au,(04) 3734 7411,,10,No,Yes,3,0.716,medium,No,No,Yes,Yes,No,No,Yes,No,No,0.85,0.818,0.648,medium,High confidence match with enhanced social validation,,449,anthropic,2.0,311,627,0.7834276527331189,0.6294274322169059,True,True
sample_02571,74077521356,Australian Solutions Corporation,australian solutions corporation,https://australiansolut.gov.au,Telecommunications,Marketing,Australian Private Company,Active,779 Kent Drive,,Alice Springs,NT,0934,info@company8762.com.au,(08) 7238 7666,2007-06-20,Yes,0.825,0.721,,2025-05-03T22:05:31.528183Z,2025-05-20T22:05:31.528183Z,valid,,1.0,info@company8762.com.au,support@company8762.com.au,(08) 7238 7666,,17,No,Yes,3,0.558,medium,Yes,Yes,No,No,No,No,No,Yes,No,0.9,0.859,0.609,medium,Fuzzy name matching with domain verification,,238,anthropic,2.0,311,602,0.7834276527331189,0.633234219269103,True,False
sample_02572,70883971077,Elite Partners Australia,elite partners australia,https://elitepartnersau.com.au,Food & Beverage,Architecture,Australian Private Company,Active,622 Pitt Avenue,Suite 30,Geelong,VIC,3040,contact@company4139.com.au,(04) 1802 9550,1998-12-26,No,0.73,0.801,,2024-12-14T22:05:31.528209Z,2024-12-25T22:05:31.528209Z,valid,,1.0,contact@company4139.com.au,,(04) 1802 9550,,26,No,Yes,5,0.673,medium,Yes,No,Yes,Yes,Yes,Yes,No,No,No,0.674,0.787,0.731,medium,Strong semantic similarity with business context validation,,407,anthropic,2.0,262,627,0.7778282442748091,0.6294274322169059,False,True
sample_02573,80912519174,Systems Holdings,systems holdings,https://systemsholdings.org.au,Technology,Law Firm,Australian Private Company,Active,516 Sussex Circuit,,Nhulunbuy,NT,0971,sales@company6073.com.au,,2023-05-06,No,0.75,0.866,,2025-03-30T22:05:31.528234Z,2025-04-11T22:05:31.528234Z,valid,,1.0,sales@company6073.com.au,,,,1,No,Yes,7,0.753,high,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0.646,0.885,0.688,medium,Strong semantic similarity with business context validation,,432,anthropic,2.0,268,602,0.7820820895522389,0.633234219269103,False,True
